#columns: id,definition,preferred_spelling,phonetic_spelling,alt_spelling,word_class,conjugation_kind,jlpt_level,date_added,row_num,lessons,tags
f552ea3a-8b7f-5433-aa20-4c93a6868fb3,Good morning,おはよう,おはよう,,expression,,2,2022-04-24,1,GENKI3_L00,greeting expression genki3-l00
8359d7d1-d6d6-5995-962e-3f6566232911,Good morning (polite),おはようございます,おはようございます,,expression,,,2022-04-24,2,GENKI3_L00,greeting expression genki3-l00
4c55fd59-1160-52d2-8383-00f292668c1f,Good afternoon,こんにちは,こんにちは,,expression,,3,2022-04-24,3,DUO_01_02 DUO_U01 GENKI3_L00,greeting expression duo-01-02 duo-u01 genki3-l00
8d46e404-38ff-518c-a25d-cb95d6f2c511,Good evening,こんばんは,こんばんは,,expression,,2,2022-04-24,4,GENKI3_L00,greeting expression genki3-l00
1184380a-27db-5f8e-841d-7b105c2a7366,Goodbye,さようなら,さようなら,,expression,,2,2022-04-24,5,DUO_01_02 DUO_U01 GENKI3_L00,greeting expression duo-01-02 duo-u01 genki3-l00
3ecfb07b-0a66-555c-97c4-5af7cb806507,Goodnight,おやすみ,おやすみ,,expression,,2,2022-04-24,6,GENKI3_L00,greeting expression genki3-l00
a419bb62-f061-5ac6-856b-6f85002642c6,Goodnight (polite),おやすみなさい,おやすみなさい,,expression,,,2022-04-24,7,GENKI3_L00,greeting expression genki3-l00
c7a645f7-256a-536a-a5ee-5f85e8ce1137,Thank you,ありがとう,ありがとう,有り難う,expression,,3,2022-04-24,8,GENKI3_L00,greeting expression genki3-l00
b626308d-6418-5a2c-9151-7a8a368f27a3,Thank you (polite),ありがとうございます,ありがとうございます,有難うございます,expression,,,2022-04-24,9,GENKI3_L00,greeting expression genki3-l00
1913dbc6-4712-549a-9274-dc3511cecbfe,I'll go and come back,行ってきます,いってきます,,expression,,,2022-04-24,10,GENKI3_L00,greeting expression genki3-l00
e7161fcf-fbaf-5971-8adb-70745ae24103,Please go and come back,いってらっしゃい,いってらっしゃい,,expression,,2,2022-04-24,11,GENKI3_L00,greeting expression genki3-l00
c2a4dbcf-dba1-5e27-964f-5e2f7b358725,I'm home,ただいま,ただいま,,expression,,,2022-04-24,12,GENKI3_L00,greeting expression genki3-l00
b06abb09-c9bd-5beb-a7b7-d184bedf72ca,Welcome home,お帰り,おかえり,,expression,,2,2022-04-24,13,GENKI3_L00,greeting expression genki3-l00
47b08527-885b-50bb-b538-180dc308199a,Welcome home (polite),お帰りなさい,おかえりなさい,,expression,,,2022-04-24,14,GENKI3_L00,greeting expression genki3-l00
797b03e3-1495-52c0-baf4-ffb9cb324089,Thank you for the meal (before),いただきます,いただきます,,expression,,3,2022-04-24,15,GENKI3_L00,greeting expression genki3-l00
59bad243-8b31-54f3-9d7b-6de0961bc059,Thank you for the meal (after),ごちそうさま,ごちそうさま,,expression,,2,2022-04-24,16,GENKI3_L00,greeting expression genki3-l00
05436324-1858-5a2f-a2a1-a41d00f862cc,"Thank you for the meal (after, polite)",ごちそうさまでした,ごちそうさまでした,,expression,,,2022-04-24,17,GENKI3_L00,greeting expression genki3-l00
136d6d6d-0487-5709-ac27-2c376bfebd43,How do you do?; I am glad to meet you,はじめまして,はじめまして,,expression,,2,2022-04-24,18,GENKI3_L00,greeting expression genki3-l00
ddd5fd1f-f041-576c-a479-d8d9a3221370,Nice to meet you; i'm counting on you,よろしくお願いします,よろしくおねがいします,,expression,,,2022-04-24,19,GENKI3_L00,greeting expression genki3-l00
d43cc787-37af-5dd1-92b5-fc756f18298a,college; university,大学,だいがく,,noun,,5,2022-04-24,20,DUO_02_05 DUO_U08 GENKI3_L01,place school noun duo-02-05 duo-u08 genki3-l01
3c890a54-15f9-56e1-9bd5-3c91274b6246,high school,高校,こうこう,,noun,,4,2022-04-24,21,DUO_02_05 DUO_U08 GENKI3_L01,place school noun duo-02-05 duo-u08 genki3-l01
6de86986-05ed-58da-a055-9d49c89f7a06,student,学生,がくせい,,noun,,5,2022-04-24,22,GENKI3_L01,school noun genki3-l01
d1cb9e5b-6cc5-5339-b33d-4e948229156e,college student; university student,大学生,だいがくせい,,noun,,4,2022-04-24,23,DUO_02_05 DUO_U08 GENKI3_L01,school noun duo-02-05 duo-u08 genki3-l01
efe5fea4-0476-5328-bd18-2a469a8b6c3e,international student; foreign exchange student,留学生,りゅうがくせい,,noun,,5,2022-04-24,24,DUO_02_05 DUO_U08 GENKI3_L01,school noun duo-02-05 duo-u08 genki3-l01
c21b42a5-1ef1-51cf-9402-199d2b562a47,teacher; professor,先生,せんせい,,noun,,5,2022-04-24,25,GENKI3_L01,school noun genki3-l01
057a7cd1-f1a6-50e2-8449-3b6f04c67305,...year student,〜年生,〜ねんせい,,noun,,1,2022-04-24,26,DUO_02_05 DUO_U08 GENKI3_L01,school noun duo-02-05 duo-u08 genki3-l01
e71aac30-c949-5b47-b118-d02a5d703701,major,専攻,せんこう,,noun,,3,2022-04-24,27,GENKI3_L01,school noun genki3-l01
4b1d8b7f-6477-5881-9439-1a7f30b26c9d,I,私,わたし,,noun,,5,2022-04-24,28,DUO_01_02 DUO_U01 GENKI3_L01,person noun duo-01-02 duo-u01 genki3-l01
f65b93fb-1086-5405-8163-394db3e83014,friend,友達,ともだち,,noun,,5,2022-04-24,29,GENKI3_L01,person noun genki3-l01
c26e8356-f73a-5ddf-b045-432580c37468,Mr./Ms.,〜さん,〜さん,,suffix,,1,2022-04-24,30,GENKI3_L01,person suffix genki3-l01
0ef6972f-5e7d-5b51-be7f-8f39a5fd5e0e,...people,〜人,〜じん,,suffix,,1,2022-04-24,31,GENKI3_L01,person suffix genki3-l01
146b7705-d9cd-511f-988c-5b2cc7661b75,of course,もちろん,もちろん,勿論,adverb,,3,2022-04-24,32,DUO_02_03 DUO_U07,adverb duo-02-03 duo-u07
8bedfb60-1599-58b0-9568-5e72b8cf6b7e,office,会社,かいしゃ,,noun,,5,2022-04-24,33,DUO_02_03 DUO_U07,place noun duo-02-03 duo-u07
25f93b07-dc04-553a-8794-329cc907dbe5,school,学校,がっこう,,noun,,5,2022-04-24,34,DUO_02_03 DUO_U07,place school noun duo-02-03 duo-u07
37eba762-70cf-5c5c-b689-621f26c1ee5f,elementary school,小学,しょうがく,,noun,,,2022-04-24,35,DUO_02_05 DUO_U08,place school noun duo-02-05 duo-u08
99cdf9f9-df8c-5d7a-9ea1-a7c003c9f289,middle school,中学,ちゅうがく,,noun,,3,2022-04-24,36,DUO_02_05 DUO_U08,place school noun duo-02-05 duo-u08
947e6f87-e4fe-5b27-9bd3-215e8b1fc71a,foreigner,外国人,がいこくじん,,noun,,5,2022-04-24,37,DUO_02_05 DUO_U08,person noun duo-02-05 duo-u08
dd191fac-e29b-5262-b2a6-f9f2875a4a3f,to live; to reside; to inhabit,住む,すむ,,verb,godan verb,5,2022-04-24,38,DUO_02_05 DUO_U08,verb godan-verb duo-02-05 duo-u08
fc82f2ac-3b17-582f-9259-7200e1430824,Kyoto,京都,きょうと,,proper noun,,,2022-04-24,39,DUO_02_05 DUO_U08 GENKI3_L03,city place proper-noun duo-02-05 duo-u08 genki3-l03
15c5fee6-dda7-5d40-b7fd-382d97a28b9c,Osaka,大阪,おおさか,,proper noun,,,2022-04-24,40,DUO_02_05 DUO_U08,city place proper-noun duo-02-05 duo-u08
39458010-a5eb-5b13-b054-4cc458702c56,Tokyo,東京,とおきょう,,proper noun,,,2022-04-24,41,DUO_02_05 DUO_U08,city place proper-noun duo-02-05 duo-u08
091d6d9c-5d19-51f5-bc28-3b5281042464,to say; to be called; name,申す,もうす,,verb,godan verb,4,2022-04-24,42,DUO_02_05 DUO_U08,verb godan-verb duo-02-05 duo-u08
b7d078d1-235f-4462-b052-453aa5f6dfcf,"to differ, to disagree; to be wrong",違う,ちがう,,verb,godan verb,5,2022-08-10,43,,verb godan-verb
6e44df4a-4366-5c1a-86af-87a4e5f61fc6,That is not right (this is wrong),違います,ちがいます,,expression,,,2022-04-24,44,DUO_02_05 DUO_U08,expression duo-02-05 duo-u08
7748dd60-2126-5e30-a5b6-39596a0e25e4,What is the difference?,違いは何ですか,ちがいはなんですか,,expression,,,2022-04-24,45,DUO_02_05 DUO_U08,expression duo-02-05 duo-u08
dce3fe6a-497c-54b2-a121-df6767084258,Now,今,いま,,noun,,5,2022-04-24,46,DUO_02_02 DUO_U06 GENKI3_L01,time noun duo-02-02 duo-u06 genki3-l01
42ffdbae-c27d-53a4-b113-95583953e16c,A.M.,午前,ごぜん,,noun,,5,2022-04-24,47,DUO_02_03 DUO_U07 GENKI3_L01,time noun duo-02-03 duo-u07 genki3-l01
94611381-0488-58aa-8cf2-12ad9ff4e2dd,P.M.,午後,ごご,,noun,,5,2022-04-24,48,DUO_02_03 DUO_U07 GENKI3_L01,time noun duo-02-03 duo-u07 genki3-l01
40502e18-b4ba-50b4-89b7-23fd3b4d4a21,...o'clock,〜時,〜じ,,suffix,,,2022-04-24,49,DUO_02_02 DUO_U06 GENKI3_L01,time suffix duo-02-02 duo-u06 genki3-l01
5372b023-b803-551c-9a7f-f404804f63f1,half; half-past,半,はん,,noun,,5,2022-04-24,50,DUO_02_02 DUO_U06 GENKI3_L01,time noun duo-02-02 duo-u06 genki3-l01
2cf1d32f-b261-5ba6-829c-a9f1237a88d6,"minute, arcminutes",〜分,〜ふん／〜ぷん,,noun,,1,2022-04-24,51,DUO_02_02 DUO_U06,time noun duo-02-02 duo-u06
db9793c1-8b7c-481c-bc77-6d36eb4afb30,"part, portion, share",分,ぶん,,noun,,3,2022-08-09,52,,noun
a39e794c-9682-5cd5-9c5e-dd961aa92bc5,approximately,〜ごろ,〜ごろ,〜頃,noun,,3,2022-04-24,53,DUO_02_03 DUO_U07,time noun duo-02-03 duo-u07
9e67a677-9058-536e-85d6-389ea5138c86,exactly,ちょうど,ちょうど,丁度,noun,,5,2022-04-24,54,DUO_02_02 DUO_U06,time noun duo-02-02 duo-u06
252852aa-aefd-504b-b671-668a33020492,zero,零,れい,,noun,,5,2022-04-24,55,DUO_02_03 DUO_U07,number time noun duo-02-03 duo-u07
cc6a4913-6f39-521b-a0cf-9631f640800e,Japan,日本,にほん,,proper noun,,3,2022-04-24,56,GENKI3_L01,country place proper-noun genki3-l01
522e0796-297d-5bf2-be85-e93596baa6bf,America,アメリカ,あめりか,,proper noun,,4,2022-04-24,57,GENKI3_L01,country place proper-noun genki3-l01
a420a37b-593e-572e-aae7-d724eca6803d,...language,〜語,〜ご,,noun,,3,2022-04-24,58,GENKI3_L01,noun genki3-l01
c59169cb-e5ad-5311-a9ce-43764a5ddda6,...years old,〜歳,〜さい,,suffix,,,2022-04-24,59,GENKI3_L01,suffix genki3-l01
1731f988-dcfb-5b31-bda9-c8988a5711bf,telephone,電話,でんわ,,noun,,5,2022-04-24,60,DUO_01_04 DUO_U02 GENKI3_L01,noun duo-01-04 duo-u02 genki3-l01
f6524cfb-fa66-56ae-ae4c-0e38a8b6e54c,number (in a series),〜番,〜ばん,,noun,,3,2022-04-24,61,GENKI3_L01,noun genki3-l01
d8f98686-282e-5c5f-88b2-4e046e707e54,number; series of digits,番号,ばんごう,,noun,,5,2022-04-24,62,GENKI3_L01,noun genki3-l01
728f5a87-3848-5450-a941-f9cd0f898067,name,名前,なまえ,,noun,,5,2022-04-24,63,GENKI3_L01,noun genki3-l01
507092ff-6dc3-5749-a9c3-79ba8d2bc360,what,何,なに／なん,,pronoun,,5,2022-04-24,64,GENKI3_L01,pronoun genki3-l01
84e857b9-5605-51fb-bfb3-8cc08eb579d3,um,あのう,あのう,,expression,,5,2022-04-24,65,GENKI3_L01,expression genki3-l01
dde2be42-c934-53fc-9dc6-3ce12b727924,yes,はい,はい,,interjection,,5,2022-04-24,66,GENKI3_L01,interjection genki3-l01
0428342a-6b57-5e6f-b1c6-4aa6ccfdb267,no,いいえ,いいえ,,interjection,,5,2022-04-24,67,GENKI3_L01,interjection genki3-l01
a48cfff2-551b-5525-bf29-f706571e7e15,that is so;  that is right,そうです,そうです,,expression,,,2022-04-24,68,GENKI3_L01,expression genki3-l01
311cf3c0-5798-551b-a933-eb33c4ce7843,i see; is that so?,そうですか,そうですか,,expression,,,2022-04-24,69,GENKI3_L01,expression genki3-l01
40483fe8-7fda-56b7-b28b-eedb9da50a52,England,イギリス,いぎりす,,proper noun,,,2022-04-24,70,GENKI3_L01,country place proper-noun genki3-l01
2a0ff39c-471b-56d1-a2b2-39f20596f70c,Australia,オーストラリア,おおすとらりあ,,proper noun,,,2022-04-24,71,GENKI3_L01,country place proper-noun genki3-l01
5cb08712-5c04-56f0-aaf6-a8e76a1e0ef4,Korea,韓国,かんこく,,proper noun,,,2022-04-24,72,GENKI3_L01,country place proper-noun genki3-l01
b4a146e5-f483-50d5-8b18-ca71fdb3f570,Canada,カナダ,かなだ,,proper noun,,,2022-04-24,73,GENKI3_L01,country place proper-noun genki3-l01
54ca6cf2-c9f0-5a77-b53c-8e4a2fbe76ac,China,中国,ちゅうごく,,proper noun,,,2022-04-24,74,GENKI3_L01,country place proper-noun genki3-l01
f3f3ba33-de3b-5fa1-9b99-eee62ae2e024,India,インド,いんど,,proper noun,,,2022-04-24,75,GENKI3_L01,country place proper-noun genki3-l01
eb20360e-5c1a-58b8-9bf8-040795c5bf0a,Egypt,エジプト,いじぷと,,proper noun,,,2022-04-24,76,GENKI3_L01,country place proper-noun genki3-l01
ae144a7c-293f-5f24-81ee-37d5594d6aed,Philipines,フィリビン,ふぃりぴん,,proper noun,,,2022-04-24,77,GENKI3_L01,country place proper-noun genki3-l01
abd1e50d-f284-5a21-831f-344cb338414e,Asian Studies,アジア研究,あじあけんきゅう,,noun,,,2022-04-24,78,GENKI3_L01,school-major noun genki3-l01
13912d04-d947-5c72-a192-740c19a28c86,economics,経済,けいざい,,noun,,4,2022-04-24,79,GENKI3_L01,school-major noun genki3-l01
7672ef18-d91f-548f-a938-970d6a741586,engineering,工学,こうがく,,noun,,1,2022-04-24,80,GENKI3_L01,school-major noun genki3-l01
471eeab4-7852-53f9-ba6c-342f13746958,international relations,国際関係,こくさいかんけい,,noun,,,2022-04-24,81,GENKI3_L01,school-major noun genki3-l01
9e62feab-62dc-5faf-92d9-8cd423af7dab,computer; computer science,コンピューター,こんぴゅうたあ,,noun,,4,2022-04-24,82,GENKI3_L01,school-major noun genki3-l01
15b8fb86-6025-524c-a968-0d8e442c0d8e,politics; government,政治,せいじ,,noun,,4,2022-04-24,83,GENKI3_L01,school-major noun genki3-l01
ee82d23f-991e-59ba-9646-d407d35b46ae,biology,生物学,せいぶつがく,,noun,,,2022-04-24,84,GENKI3_L01,school-major noun genki3-l01
a74f0164-da3d-59dc-bbd0-39cf065ee813,business,ビジネス,びじねす,,noun,,1,2022-04-24,85,GENKI3_L01,school-major noun genki3-l01
f41b3958-7c0c-5c05-9ea8-d0099b014f0c,literature,文学,ぶんがく,,noun,,4,2022-04-24,86,GENKI3_L01,school-major noun genki3-l01
0d91d253-e394-572c-a6c4-37e20ed0f603,history,歴史,れきし,,noun,,4,2022-04-24,87,GENKI3_L01,school-major noun genki3-l01
a9d318d5-97e8-5990-916c-fd300d951e2c,physics,物理,ぶつり,,noun,,3,2022-04-24,88,GENKI3_L01,school-major noun genki3-l01
45983eaf-745d-5a47-bd34-aa09444736a4,doctor,医者,いしゃ,,noun,,5,2022-04-24,89,GENKI3_L01,occupation noun genki3-l01
b01b2de0-f80a-587a-99bb-8e7e2157feec,office worker,会社員,かいしゃいん,,noun,,,2022-04-24,90,GENKI3_L01,occupation noun genki3-l01
a2bb0866-9ce3-5b9a-bc60-49b48a40e40f,nurse,看護師,かんごし,,noun,,4,2022-04-24,91,GENKI3_L01,occupation noun genki3-l01
c511ec54-4f00-5426-89ef-ee1558ccfb60,high school student,高校生,こうこうせい,,noun,,4,2022-04-24,92,GENKI3_L01,occupation school noun genki3-l01
7d3f6d4b-fd98-5a19-ba56-b7c707092305,housewife,主婦,しゅふ,,noun,,3,2022-04-24,93,GENKI3_L01,occupation noun genki3-l01
98e48ea2-8566-55a1-bfb8-d5aaf1a060d0,graduate student,大学院生,だいがくいんせい,,noun,,,2022-04-24,94,GENKI3_L01,occupation school noun genki3-l01
902b7ccb-091c-502b-a413-5a3a38c655a4,lawyer,弁護士,べんごし,,noun,,,2022-04-24,95,GENKI3_L01,occupation noun genki3-l01
f8d03abe-255a-5717-811a-91f511c39759,mother,お母さん,おかあさん,,noun,,5,2022-04-24,96,GENKI3_L01,family noun genki3-l01
d7a063c8-998c-50a3-825c-86f896a5a0c7,father,お父さん,おとうさん,,noun,,5,2022-04-24,97,DUO_02_07 DUO_U09 GENKI3_L01,family noun duo-02-07 duo-u09 genki3-l01
e09e6607-0754-53e7-ac90-7d5eec6a3442,older sister,お姉さん,おねえさん,,noun,,5,2022-04-24,98,DUO_02_07 DUO_U09 GENKI3_L01,family noun duo-02-07 duo-u09 genki3-l01
942ce296-4fdd-5a7d-9c2c-53d4c2ae2de7,older brother,お兄さん,おにいさん,,noun,,5,2022-04-24,99,DUO_02_07 DUO_U09 GENKI3_L01,family noun duo-02-07 duo-u09 genki3-l01
d4387364-3f1c-51be-9762-ddf41f844fb7,younger sister,妹,いもうと,,noun,,5,2022-04-24,100,DUO_02_07 DUO_U09 GENKI3_L01,family noun duo-02-07 duo-u09 genki3-l01
acc5e753-294b-571f-9ee7-a7cd6eeea235,younger brother,弟,おとうと,,noun,,5,2022-04-24,101,DUO_02_07 DUO_U09 GENKI3_L01,family noun duo-02-07 duo-u09 genki3-l01
dc17e988-29c0-4adf-8ae2-b9c763a53811,sisters,姉妹,しまい,,noun,,3,2022-08-08,102,DUO_02_07 DUO_U09,family noun duo-02-07 duo-u09
39d87517-fc60-4158-83ee-97a62168dfb3,brothers; siblings,兄弟,きょうだい,,noun,,5,2022-08-08,103,DUO_02_07 DUO_U09,family noun duo-02-07 duo-u09
58ecba76-692b-5baf-a096-62bf3e752da2,this one,これ,これ,,pronoun,,5,2022-05-30,104,DUO_02_01 DUO_U06 GENKI3_L02,pointing-word pronoun duo-02-01 duo-u06 genki3-l02
8373ee97-fb02-5fa4-9f3a-e6d0bfe42042,that one,それ,それ,,pronoun,,5,2022-05-30,105,DUO_02_01 DUO_U06 GENKI3_L02,pointing-word pronoun duo-02-01 duo-u06 genki3-l02
e3286acb-a31b-5fb6-9c16-28ac16fcc269,that one over there,あれ,あれ,,pronoun,,5,2022-05-30,106,DUO_02_01 DUO_U06 GENKI3_L02,pointing-word pronoun duo-02-01 duo-u06 genki3-l02
9ef8e062-db86-5059-82be-ccc85580d5e7,which one,どれ,どれ,,pronoun,,5,2022-05-30,107,DUO_02_01 DUO_U06 GENKI3_L02,pointing-word pronoun duo-02-01 duo-u06 genki3-l02
430b4ea9-6092-52c7-b2bf-4300de6196c7,this...,この〜,この,,pronoun,,5,2022-05-30,108,GENKI3_L02,pointing-word pronoun genki3-l02
9d9f54be-2a19-5147-8935-e7c3c887fa03,that...,その〜,その,,pronoun,,5,2022-05-30,109,GENKI3_L02,pointing-word pronoun genki3-l02
908efe1a-b6e9-55d5-b550-461cea175af4,that... over there,あの〜,あの,,pronoun,,5,2022-05-30,110,GENKI3_L02,pointing-word pronoun genki3-l02
a9b7cffc-2d14-58ae-818b-3ac3b6e6e4d0,which....,どの〜,どの,,pronoun,,5,2022-05-30,111,GENKI3_L02,pointing-word pronoun genki3-l02
9c591bfa-c4a7-5263-b2b1-7c8d14e10c34,here,ここ,ここ,,pronoun,,5,2022-05-30,112,GENKI3_L02,pointing-word pronoun genki3-l02
0279527b-c398-5856-aad3-11b834907f56,there,そこ,そこ,,pronoun,,5,2022-05-30,113,GENKI3_L02,pointing-word pronoun genki3-l02
5587745e-e524-5159-8fe6-1e8637b90455,over there,あそこ,あそこ,,pronoun,,5,2022-05-30,114,GENKI3_L02,pointing-word pronoun genki3-l02
1502a2cb-059c-5a9f-baab-af68a0d09ac8,where,どこ,どこ,,pronoun,,5,2022-05-30,115,GENKI3_L02,pointing-word pronoun genki3-l02
93eaf294-a292-5980-b17e-de43755335c9,who,誰,だれ,,pronoun,,5,2022-05-30,116,DUO_02_07 DUO_U09 GENKI3_L02,pointing-word pronoun duo-02-07 duo-u09 genki3-l02
f5fce96d-2982-5d7a-b7ce-9dc8914c6ab3,delicious,おいし,おいし,美味しい,adjective,i adjective,5,2022-05-30,117,GENKI3_L02,food adjective i-adjective genki3-l02
10a5183d-9b5d-58c7-885f-0210e56c1dca,skillful; delicious! (slang),うまい,うまい,上手い,adjective,i adjective,,2022-05-30,118,,food slang adjective i-adjective
432e16e3-a00f-5af7-a67a-e75a5451933e,skillful; proficient; adept,上手,じょうず,,adjective,na adjective,5,2022-09-06,119,LULI_KANJI_L01,adjective na-adjective luli-kanji-l01
70003bab-5f71-537a-a19f-10a36b67cbdc,unskillful; awkward,下手,へた,,adjective,na adjective,5,2022-09-07,120,LULI_KANJI_L01,adjective na-adjective luli-kanji-l01
f7aa023d-a413-562b-bf45-75367462a4b2,fish,魚,さかな,,noun,,5,2022-05-30,121,DUO_02_01 DUO_U06,food noun duo-02-01 duo-u06
81b8f353-cd1c-53e4-a0f4-1630c490c959,pork cutlet,とんかつ,とんかつ,豚カツ,noun,,,2022-05-30,122,GENKI3_L02,food noun genki3-l02
e2c0e2f3-891a-55e3-ad28-285669d27287,pork bone (e.g. ramen broth),豚骨,とんこつ,,noun,,,2022-05-30,123,GENKI3_L02,food noun genki3-l02
2dd4acb2-11ca-50c5-b365-c22616ea316d,meat,肉,肉,,noun,,5,2022-05-30,124,DUO_02_01 DUO_U06 GENKI3_L02,food noun duo-02-01 duo-u06 genki3-l02
3ab19c55-4c6a-53e0-afce-41968363d92a,menu,メニュー,めにゅう,,noun,,2,2022-05-30,125,GENKI3_L02,food noun genki3-l02
496222cc-1cb3-50c8-9e7e-bbc7d327b78c,vegetables,野菜,やさい,,noun,,5,2022-05-30,126,DUO_02_01 DUO_U06 GENKI3_L02,food noun duo-02-01 duo-u06 genki3-l02
4fbc0a01-e32a-5449-8efe-3ae37aee4f2f,rice; meal,ご飯,ごはん,,noun,,5,2022-05-30,127,DUO_02_01 DUO_U06 GENKI3_L04,food noun duo-02-01 duo-u06 genki3-l04
b74ca7fa-4622-5a52-b9df-5260878e687b,bread,パン,ぱん,,noun,,5,2022-05-30,128,DUO_02_01 DUO_U06 GENKI3_L04,food noun duo-02-01 duo-u06 genki3-l04
5e2b2d0d-7461-56e2-a151-9a10375d5615,egg,卵,たまご,,noun,,5,2022-05-30,129,DUO_02_06 DUO_U08,food noun duo-02-06 duo-u08
12c11165-7996-5b13-bf19-c3afc419afb2,apple,りんご,りんご,林檎,noun,,,2022-05-30,130,DUO_02_06 DUO_U08,food noun duo-02-06 duo-u08
7b7d934a-cfd6-4286-9175-dfe7676b4355,pear,なし,なし,梨,noun,,,2022-08-09,131,,food noun
6c124141-b31a-5d91-afcb-6a4bb127f31f,peach,桃,もも,,noun,,,2022-08-29,132,,food noun
1cf2249c-7785-424d-9a67-1c3ff6253938,counter for hito-futa-mi system,〜つ,〜つ,〜箇,counter,,,2022-05-30,133,DUO_02_06 DUO_U08,counter duo-02-06 duo-u08
cab23f18-7b88-4262-956c-d31a0e829cbf,counter for round and clustered items,〜個,〜こ,,counter,,,2022-05-30,134,DUO_02_06 DUO_U08,counter duo-02-06 duo-u08
b1852be8-7a0e-5541-b94d-29be625cb423,umbrella,傘,かさ,,noun,,5,2022-05-30,135,GENKI3_L02,things noun genki3-l02
b5d661b7-f275-5647-a86b-cf4bd963f512,bag,かばん,かばん,鞄,noun,,5,2022-05-30,136,GENKI3_L02,things noun genki3-l02
96fb26f0-20df-51e0-b1c4-793ab736c2d9,shoes,靴,くつ,,noun,,5,2022-05-30,137,GENKI3_L02,things noun genki3-l02
b802b5a4-5804-5f5a-a193-e475bceaf5dd,wallet,財布,さいふ,,noun,,5,2022-05-30,138,GENKI3_L02,things noun genki3-l02
bf5e0762-effe-5d38-8786-503cde98e504,jeans,ジーンズ,ジいんず,,noun,,3,2022-05-30,139,GENKI3_L02,things noun genki3-l02
04bddd51-0749-5efe-9946-6d326f61bcb6,bicycle,自転車,じてんしゃ,,noun,,5,2022-05-30,140,GENKI3_L02,things noun genki3-l02
f8a3e40d-f42e-5ba2-995d-3abc33e63a41,newspaper,新聞,しんぶん,,noun,,5,2022-05-30,141,GENKI3_L02,things noun genki3-l02
e7323b54-9fa5-5cb7-8d68-d2ebe9b379ea,smart phone,スマホ,スマホ,,noun,,,2022-05-30,142,GENKI3_L02,things noun genki3-l02
1a0585e5-3bd0-5903-90cc-d3381778da68,t-shirt,Ｔシャツ,ていいしゃつ,,noun,,,2022-05-30,143,GENKI3_L02,things noun genki3-l02
1c5e45ac-cc4a-5d53-b566-d6d832828ba0,clock,時計,とけい,,noun,,5,2022-05-30,144,GENKI3_L02,things noun genki3-l02
612eac67-3ec3-535e-94a3-249d60f51046,notebook,ノート,のおと,,noun,,5,2022-05-30,145,GENKI3_L02,things noun genki3-l02
442d1c8e-a848-5fa4-8fc9-d398441b4b65,pen,ペン,ぺん,,noun,,5,2022-05-30,146,GENKI3_L02,things noun genki3-l02
