definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,jlpt_level,lesson_codes,tags,id,row_num,date_added,,dictionary_form,past_form,te_form,negative_form,negative_past_form,negative_te_form,polite_form,polite_past_form,polite_te_form,polite_negative_form,polite_negative_past_form,polite_negative_te_form
to get off; to descend,降りる,おりる,,降りる,VERB,ICHIDAN_VERB,5,{GENKI3_L06},,e876fbbd-05cd-49a3-995a-2002ec68b841,581,2022-11-07,,降りる,降りた,降りて,降りない,降りなかった,降りなくて,降ります,降りました,,降りません,降りませんでした,
to borrow,借りる,かりる,,借りる,VERB,ICHIDAN_VERB,5,{GENKI3_L06},,78be3afb-da4b-4e78-b019-39ba138f1c33,582,2022-11-07,,借りる,借りた,借りて,借りない,借りなかった,借りなくて,借ります,借りました,,借りません,借りませんでした,
to bask; to bathe in; to be flooded with,浴びる,あびる,,浴びる,VERB,ICHIDAN_VERB,5,,,313659a3-3ae2-4a49-b5c0-bfb840178eab,583,2022-11-07,,浴びる,浴びた,浴びて,浴びない,浴びなかった,浴びなくて,浴びます,浴びました,,浴びません,浴びませんでした,
to take a shower,シャワーを浴びる,しゃわあをあびる,,シャワーを浴びる,VERB,ICHIDAN_VERB,,{GENKI3_L06},,ff59504a-164b-44a8-b108-aed6d9525249,584,2022-11-07,,,,,,,,,,,,,
to turn on (light),つける,つける,,点ける,VERB,ICHIDAN_VERB,2,{GENKI3_L06},,c586dd61-02b7-4f20-aa46-b9af2ea9d555,585,2022-11-07,,つける,つけた,つけて,つけない,つけなかった,つけなくて,つけます,つけました,,つけません,つけませんでした,
to call (on phone),電話する,でんわする,,電話する,VERB,SURU_VERB,,{GENKI3_L06},,1e870393-7556-4275-b53f-e150b3e33c86,586,2022-11-07,,電話する,電話した,電話して,電話しない,電話しなかった,電話しなくて,電話します,電話しました,,電話しません,電話しませんでした,
to bring (a person),連れてくる,つれてくる,,連れて来る,VERB,KURU_VERB,,{GENKI3_L06},,dad99237-3191-4473-9e44-77182e802cbb,587,2022-11-07,,連れてくる,連れてきた,連れてきて,連れてこない,連れてこなかった,連れてこなくて,連れてきます,連れてきました,,連れてきません,連れてきませんでした,
to bring (a thing); to fetch,持ってくる,もってくる,,持って来る,VERB,KURU_VERB,,{GENKI3_L06},,21491bc9-9f26-4a59-aaee-4b752fa458f7,588,2022-11-07,,持ってくる,持ってきた,持ってきて,持ってこない,持ってこなかった,持ってこなくて,持ってきます,持ってきました,,持ってきません,持ってきませんでした,
later on; afterwards,後で,あとで,,後で,EXPRESSION,,,{GENKI3_L06},,ff843c63-3c6d-4c1b-8598-8f31d721d17f,589,2022-11-07,,,,,,,,,,,,,
"right away, immediately; soon, shortly",すぐ,すぐ,,直ぐ,ADVERB,,1,{GENKI3_L06},,62145700-72d3-4363-85ce-d21aea2e5902,590,2022-11-07,,,,,,,,,,,,,
slowly; leisurly; unhurriedly,ゆっくり,ゆっくり,,,ADVERB,,5,{GENKI3_L06},,cb1ae163-3090-447c-bbdc-df7ba27becca,591,2022-11-07,,,,,,,,,,,,,
splendid; lovely; fine; sufficient; enough,結構,けっこう,,結構,ADJECTIVE,NA_ADJECTIVE,5,,,f1dea22d-de15-4858-af54-4709ee506ed6,592,2022-11-07,,結構だ,結構だった,,結構じゃない,結構じゃなかった,,,,,,,
that would be fine; that wouldn't be necessary,結構です,けっこうです,,結構です,EXPRESSION,,,{GENKI3_L06},,bb48ad15-f759-4f3a-a82e-086955c34c32,593,2022-11-07,,,,,,,,,,,,,
"truth, fact; proper, right, correct; genuine, authentic",本当,ほんとう,,本当,NOUN,,5,,,1db49d5c-aa27-425c-8137-e353588df09d,594,2022-11-07,,,,,,,,,,,,,
really?,本当ですか,ほんとうですか,,本当ですか,EXPRESSION,,,{GENKI3_L06},,8305b809-be6b-4db9-a865-6eab6bc3d31a,595,2022-11-07,,,,,,,,,,,,,
Happy New Year (before),良いお年をお迎え下さい,よいおとしをおむかえください,,良いお年をお迎え下さい,EXPRESSION,,,,{new_year},a76843ba-7c36-48c7-8228-c4fc87f7dc5a,596,2022-12-30,,,,,,,,,,,,,
Happy New Year (after),明けましておめでとうございます,あけましておめでとうございます,,明けましておめでとうございます,EXPRESSION,,,,{new_year},ee74ec67-b3e5-4897-80e1-a95662a97d2e,597,2022-12-30,,,,,,,,,,,,,
English Language,英語,えいご,,英語,NOUN,,5,,,bc35c124-e247-49d1-8d23-85c0f1526d5a,598,2022-11-27,,,,,,,,,,,,,
literature; the arts,文芸,ぶんげい,,文芸,NOUN,,2,,,6cba1e11-925c-40b6-a59c-00f167b33c66,599,2022-11-27,,,,,,,,,,,,,
astronomy,天文,てんもん,,天文,NOUN,,,,,73326224-f7f3-4425-836f-7c2ef93d478a,600,2022-11-27,,,,,,,,,,,,,
sunrise,日の出,ひので,,日の出,NOUN,,2,,,7de46d0a-f2a6-4fd9-89e4-6bd1584b5fb2,601,2022-11-27,,,,,,,,,,,,,
sunset,日の入り,ひのいり,,日の入り,NOUN,,2,,,1c01cf2f-afe8-4a7b-ba44-eaac86612667,602,2022-11-27,,,,,,,,,,,,,
boiling water,熱湯,ねっとう,,熱湯,NOUN,,1,,"{food,water}",d54c3104-3c82-4445-b71f-14598f3d2e8b,603,2022-11-27,,,,,,,,,,,,,
hot water (drinking; bath),お湯,おゆ,,お湯,NOUN,,,,"{food,water}",49dc8c97-6977-4a59-a820-0b63ad204368,604,2022-11-27,,,,,,,,,,,,,
boiled water (drinking),白湯,さゆ,,白湯,NOUN,,,,"{food,water}",8a1fa21b-c491-4e34-b626-8977b967be42,605,2023-01-16,,,,,,,,,,,,,
lukewarm water,ぬるま湯,ぬるまゆ,,ぬるま湯,NOUN,,,,{water},771dbdc2-4197-41d2-a1b6-6d813435b325,606,2022-11-27,,,,,,,,,,,,,
cold drinking water,お冷,おひや,,お冷,NOUN,,,,"{food,water}",187fa4bf-ceaf-488f-bb5f-d9ca4b1ee8cd,607,2022-11-27,,,,,,,,,,,,,
clean water,飲み水,のみみず,,飲み水,NOUN,,,,{water},3fe12824-389b-42d2-9850-12226ff0fbf2,608,2022-11-27,,,,,,,,,,,,,
soy sauce,醤油,しょうゆ,,醤油,NOUN,,5,,{food},089c39bb-7a84-4f28-af32-2b0a214e0e6c,609,2022-11-27,,,,,,,,,,,,,
sweet soy sauce,砂糖醤油,さとうじょうゆ,,砂糖醤油,NOUN,,,,{food},2e969dcf-cabb-4cee-b446-2990e2dc1f79,610,2022-11-27,,,,,,,,,,,,,
rice cracker w/ sweet soy glaze,ぽたぽた焼,ぽたぽたやき,,ぽたぽた焼,NOUN,,,,{food},507be1d7-9684-4c55-a7b0-c7747cfad3c2,611,2022-11-27,,,,,,,,,,,,,
it is assuredly that...; can say with confidence that...,〜なんです,なんです,,,AUXILIARY,,,,,c7af2e91-5b5c-478e-b95c-c4167249c7ff,612,2022-11-27,,,,,,,,,,,,,
you (male lang; derogatory),お前,おまえ,,お前,NOUN,,3,,,6a75dd67-15fc-4ae5-8742-5ab9f037aa1a,613,2022-11-27,,,,,,,,,,,,,
"the following, next",翌~,よく,,翌~,PREFIX,,,,,778ba9bb-ce07-4049-98ed-9fa73a5c4ae8,614,2022-12-24,,,,,,,,,,,,,
the following day,翌日,よくじつ,,翌日,NOUN,,,,,e0221c1c-46d8-41a2-84ad-cfae044d6c0a,615,2022-12-24,,,,,,,,,,,,,
two days later; day after next,翌々日,よくよくじつ,,翌々日,NOUN,,,,,2149878c-3d6e-4063-821d-7eba07487046,616,2022-12-24,,,,,,,,,,,,,
"origin place (country, city)",出身,しゅっしん,,出身,NOUN,,3,,,7915563f-ead7-42da-b0cb-143692e31c74,617,2022-12-24,,,,,,,,,,,,,
"people counter (e.g. seating, reservations), formal",〜名,めい,,〜名,COUNTER,,,,,168c01b9-0da1-457d-9106-23c7522b704a,618,2022-12-24,,,,,,,,,,,,,
...room,〜室,しつ,,〜室,SUFFIX,,1,,,4819b7d2-e342-4f75-a37c-f310a8897f6c,619,2022-12-24,,,,,,,,,,,,,
...shop,〜屋,や,,〜屋,SUFFIX,,,,,723f71ed-a490-4215-a2d2-383cb457a9d0,620,2022-12-24,,,,,,,,,,,,,
"fast, quick",速い,はやい,,速い,ADJECTIVE,I_ADJECTIVE,5,{GENKI3_L07},,08d3f50a-8030-47ad-97a7-afa79f92a71f,621,2022-12-24,,速い,速かった,,速くない,速くなかった,,,,,,,
"yeah, yes (informal)",うん,うん,,,INTERJECTION,,,,,24fca95f-34e4-4585-965e-3a6440e60594,622,2022-12-24,,,,,,,,,,,,,
"um, er, well; no (informal)",ううん,ううん,,,INTERJECTION,,,,,ab2654c4-b1ce-42b2-9e8e-1885ff4b567e,623,2022-12-29,,,,,,,,,,,,,
"eh?, what?, oh?",え,え,,,INTERJECTION,,,,,72520738-32e4-463f-90fa-3fc467b6c1cf,624,2022-12-24,,,,,,,,,,,,,
"to fall (of rain, snow, ash); to beam in (of sun or moon light)",降る,ふる,,降る,VERB,GODAN_VERB,5,,{weather},f6710348-4b06-4aad-a443-d1e151651a37,625,2022-12-26,,降る,降った,降って,降らない,降らなかった,降らなくて,降ります,降りました,,降りません,降りませんでした,
"to say; to name, to call",言う,いう,,言う,VERB,GODAN_VERB,5,,,ecb6ce90-dc84-4036-82e8-f38536f49638,626,2022-12-26,,言う,言った,言って,言わない,言わなかった,言わなくて,言います,言いました,,言いません,言いませんでした,
paper,紙,かみ,,紙,NOUN,,5,,,b5bf3815-355e-43ea-8a27-73d546ac818e,627,2022-12-26,,,,,,,,,,,,,
cross mark; × (incorrect),罰点,ばってん,,罰点,NOUN,,,,,d688e5d6-0cea-436b-b796-a2f7f2928b0f,628,2022-12-26,,,,,,,,,,,,,
circle; ○ (correct mark),丸,まる,,丸,NOUN,,3,,,7e5656f4-f427-44aa-a4c4-3ebb119b3900,629,2022-12-26,,,,,,,,,,,,,
"plump, chubby; 〇〇 (placeholder)",丸々,まるまる,,丸々,NOUN,,1,,,d864756e-dd31-48ab-8c50-b5c574c88f8f,630,2022-12-26,,,,,,,,,,,,,
good-work award (💮),花丸,はなまる,,花丸,NOUN,,,,,86f564c3-55ce-4b07-90ef-c08b55c4c73e,631,2022-12-26,,,,,,,,,,,,,
family,家族,かぞく,,家族,NOUN,,5,{GENKI3_L07},,12601bce-455c-489e-a29e-6fdfa29fe960,632,2022-12-26,,,,,,,,,,,,,
grandfather; old man,おじいさん,おじいさん,,お祖父さん,NOUN,,4,{GENKI3_L07},,74d31e11-bfdc-4f59-9132-691c156311b2,633,2022-12-26,,,,,,,,,,,,,
grandmother; old woman,おばあさん,おばあさん,,お祖母さん,NOUN,,5,{GENKI3_L07},,04217f8f-49cc-4214-a0a0-1ce19d526f2d,634,2022-12-26,,,,,,,,,,,,,
(my) older brother,兄,あに,,兄,NOUN,,5,{GENKI3_L07},,8ae6000c-4112-4a44-aeef-ca9ae03f005f,635,2022-12-26,,,,,,,,,,,,,
(my) older sister,姉,あね,,姉,NOUN,,5,{GENKI3_L07},,50dbab1e-ed8f-443f-8e8e-084012c326d7,636,2022-12-26,,,,,,,,,,,,,
man,男の人,おとこのひと,,男の人,NOUN,,3,{GENKI3_L07},,5b1f6b01-3ae2-4eb7-9234-4f79aa796c41,637,2022-12-26,,,,,,,,,,,,,
woman,女の人,おんあのひと,,女の人,NOUN,,2,{GENKI3_L07},,876dd9d0-72db-4bba-8c34-80f62cb358fa,638,2022-12-26,,,,,,,,,,,,,
cafeteria; dining commons,食堂,しょくどう,,食堂,NOUN,,5,{GENKI3_L07},,08fc35f2-25ad-4f21-8c9a-5e8b0ac46bcb,639,2022-12-26,,,,,,,,,,,,,
department store,デパート,でぱあと,,,NOUN,,5,{GENKI3_L07},,ede7bbcc-5506-4d37-bbf2-802b22422332,640,2022-12-26,,,,,,,,,,,,,
hair (on the head),髪,かみ,,髪,NOUN,,5,{GENKI3_L07},,fe9c2565-7cc3-4bbe-8c25-6a2302f83953,641,2022-12-26,,,,,,,,,,,,,
glasses,めがね,めがね,,眼鏡,NOUN,,5,{GENKI3_L07},,9a7a411c-754d-4e0a-a0ba-0641b5dbec0e,642,2022-12-26,,,,,,,,,,,,,
song,歌,うた,,歌,NOUN,,5,{GENKI3_L07},,ea726385-922e-4bd4-a05e-85b7ca9d66b7,643,2022-12-26,,,,,,,,,,,,,
club; group with common interests,サークル,さあくる,,,NOUN,,2,{GENKI3_L07},,74bc8dc3-881d-4428-b957-086adf3e18a2,644,2022-12-26,,,,,,,,,,,,,
car,車,くるま,,車,NOUN,,5,{GENKI3_L07},,2e35a029-8475-408a-bf4a-f56b7bd14035,645,2022-12-26,,,,,,,,,,,,,
automobile,自動車,じどうしゃ,,自動車,NOUN,,5,,,deb28223-ab48-4a06-a709-fdb7202b3c2b,646,2022-12-26,,,,,,,,,,,,,
marriage,結婚,けっこん,,結婚,NOUN,,5,{GENKI3_L07},,fe3b37ac-f110-460c-800b-eee4a4f03654,647,2022-12-28,,,,,,,,,,,,,
long,長い,ながい,,長い,ADJECTIVE,I_ADJECTIVE,5,{GENKI3_L07},,cb27ecc4-69df-4a8f-8d7c-617a5feb4963,648,2022-12-26,,長い,長かった,,長くない,長くなかった,,,,,,,
short (length),短い,みじかい,,短い,ADJECTIVE,I_ADJECTIVE,5,{GENKI3_L07},,511cc6ef-573e-4351-9e0b-ac5d1abaab97,649,2022-12-26,,短い,短かった,,短くない,短くなかった,,,,,,,
tall (stature),背が高い,せがたかい,,背が高い,ADJECTIVE,I_ADJECTIVE,,{GENKI3_L07},,37c41873-49cd-4de1-9f7c-95c626427047,650,2022-12-26,,背が高い,背が高かった,,背が高くない,背が高くなかった,,,,,,,
short (stature),背が低い,せがひくい,,背が低い,ADJECTIVE,I_ADJECTIVE,,{GENKI3_L07},,b921252b-8f5f-424b-8efa-e87d9728e04c,651,2022-12-26,,背が低い,背が低かった,,背が低くない,背が低くなかった,,,,,,,
head,頭,あたま,,頭,NOUN,,,,,64aafc63-0368-4042-ba5b-17bdc79dc01a,652,2023-01-28,,,,,,,,,,,,,
"bright, smart, clever",頭がいい,あたまがいい,,頭がいい,ADJECTIVE,YOI_ADJECTIVE,,{GENKI3_L07},,d77dfdc7-5046-4e92-85de-c42eb6e54473,653,2022-12-26,,頭がいい,頭がよかった,,頭がよくない,頭がよくなかった,,,,,,,
"kind, gentle, friendly, nice",親切,しんせつ,,親切,ADJECTIVE,NA_ADJECTIVE,4,{GENKI3_L07},,b2a15708-d53d-4a6c-86b0-471bd76d6779,654,2022-12-26,,親切だ,親切だった,,親切じゃない,親切じゃなかった,,,,,,,
convenient,便利,べんり,,便利,ADJECTIVE,NA_ADJECTIVE,5,{GENKI3_L07},,1cdf6da4-2dab-494f-af52-eb0dd3cd624f,655,2022-12-26,,便利だ,便利だった,,便利じゃない,便利じゃなかった,,,,,,,
to sing,歌う,うたう,,歌う,VERB,GODAN_VERB,5,{GENKI3_L07},,5420fa69-15ad-4fcc-8064-9fbbe42fdda0,656,2022-12-28,,歌う,歌った,歌って,歌わない,歌わなかった,歌わなくて,歌います,歌いました,,歌いません,歌いませんでした,
to put on (one's head),かぶる,かぶる,,被る,VERB,GODAN_VERB,3,{GENKI3_L07},,222790be-3f11-476e-80b0-3381f588a560,657,2022-12-28,,かぶる,かぶった,かぶって,かぶらない,かぶらなかった,かぶらなくて,かぶります,かぶりました,,かぶりません,かぶりませんでした,
to put on (items below waist),履く,はく,,履く,VERB,GODAN_VERB,3,{GENKI3_L07},,a7925f9c-1028-42b1-891f-b2b04a34758a,658,2022-12-28,,履く,履いた,履いて,履かない,履かなかった,履かなくて,履きます,履きました,,履きません,履きませんでした,
i know,知っています,しっています,,知っています,EXPRESSION,,,{GENKI3_L07},,a2957ec5-7725-4d5d-803b-9ad297aef01b,659,2022-12-28,,,,,,,,,,,,,
I do not know,知りません,しりません,,知りません,EXPRESSION,,,{GENKI3_L07},,0ebb5aeb-3c54-443d-896e-88705810cd12,660,2022-12-28,,,,,,,,,,,,,
to live in/at,〜にすんでいます,にすんでいます,,,SUFFIX,,,{GENKI3_L07},,28009363-b4e5-41da-bbb2-7ab5ebeb0bf6,661,2022-12-28,,,,,,,,,,,,,
to work,働く,はたらく,,働く,VERB,GODAN_VERB,5,{GENKI3_L07},,0f66ccc8-823e-4fe9-afb3-109c8aa212e1,662,2022-12-28,,働く,働いた,働いて,働かない,働かなかった,働かなくて,働きます,働きました,,働きません,働きませんでした,
to gain weight,太る,ふとる,,太る,VERB,GODAN_VERB,5,{GENKI3_L07},,0ef4603a-e224-4fd9-9993-7f1430bf1b27,663,2022-12-28,,太る,太った,太って,太らない,太らなかった,太らなくて,太ります,太りました,,太りません,太りませんでした,
overweight,太っています,ふとっています,,太っています,EXPRESSION,,,{GENKI3_L07},,1965b2ae-4c4e-4cce-8f27-e323e4f2d5fe,664,2022-12-28,,,,,,,,,,,,,
to lose weight,痩せる,やせる,,痩せる,VERB,ICHIDAN_VERB,4,{GENKI3_L07},,44794c0c-bc96-4815-b8d1-2bcf7ccb4106,665,2022-12-28,,痩せる,痩せた,痩せて,痩せない,痩せなかった,痩せなくて,痩せます,痩せました,,痩せません,痩せませんでした,
thin,痩せています,やせています,,痩せています,EXPRESSION,,,{GENKI3_L07},,2912e4e8-bfc0-4028-aa24-90d1fe929e2b,666,2022-12-28,,,,,,,,,,,,,
...but,〜が,が,,,CONJUNCTION,,,{GENKI3_L07},,08cb3130-9ccd-48cc-ae70-d4cf06813d70,667,2023-01-16,,,,,,,,,,,,,
not ... anything,何も,なにも,,何も,EXPRESSION,,3,{GENKI3_L07},,471243c4-6f8b-4475-931f-7e5920c2c681,668,2023-01-16,,,,,,,,,,,,,
not particularly; nothing in particular,別に,べつに,,別に,ADVERB,,3,{GENKI3_L07},,fe322488-4642-45ac-acfa-cbe0563d3f08,669,2023-01-16,,,,,,,,,,,,,
if you like,よかったら,よかったら,,良かったら,EXPRESSION,,,{GENKI3_L07},,41e2eb76-ea86-488c-97fd-9d8fef5b82ad,670,2023-01-16,,,,,,,,,,,,,
japanese cherry birch,梓,あずさ,,梓,NOUN,,,,,42154f3f-434e-4655-8aac-184d8144e666,671,2023-01-19,,,,,,,,,,,,,
as expected; sure enough,やっぱり,やっぱり,,矢っ張り,ADVERB,,2,,,edfe69b6-7431-4fc2-8a9f-9c44e0debd05,672,2023-01-19,,,,,,,,,,,,,
bullet train,新幹線,しんかんせん,,新幹線,NOUN,,2,,{transportation},a236594c-f447-4dc4-9aa4-782b76c2e325,673,2023-01-24,,,,,,,,,,,,,
"clump, cluster, lump",塊,かたまり,,塊,NOUN,,2,,,eac4900c-87dd-47d2-b598-42fff868832f,674,2023-01-24,,,,,,,,,,,,,
"soul, spirit",魂,だましい,,魂,NOUN,,,,,3b615b81-5f7d-4672-8756-51bdfddc95a5,675,2023-01-24,,,,,,,,,,,,,
chrysanthemum,菊,きく,,菊,NOUN,,,,,d0623e4f-7754-47c6-aa7b-af71cf2dedc4,676,2023-01-28,,,,,,,,,,,,,
chrysanthemum flower,菊花,きっか,,菊花,NOUN,,,,,d37d3ead-b4d2-4e17-ab5c-37aac9a0d99b,677,2023-01-28,,,,,,,,,,,,,
to be able to speak,話せる,はなせる,,話せる,VERB,ICHIDAN_VERB,,,,6f2e00e5-3045-47e7-807d-cb5165c208a7,678,2023-01-29,,話せる,話せた,話せて,話せない,話せなかった,話せなくて,話せます,話せました,,話せません,話せませんでした,
I can't speak much Japanese,日本語があまり話せません,にほんご　が　あまり　はなせません,,日本語があまり話せません,EXPRESSION,,,,,42e0676e-88bd-4999-bb56-b70fea5314c6,679,2023-01-29,,,,,,,,,,,,,
I only know a little Japanese,日本語少しだけ分かります,にほんご　すこし　だけ　わかります,,日本語少しだけ分かります,EXPRESSION,,,,,65c8ad73-6262-4d56-b95c-d2a516177874,680,2023-01-29,,,,,,,,,,,,,
"Sorry, I don't understand",すみません、分かりません,すみません、わかりません,,すみません、分かりません,EXPRESSION,,,,,5003d035-5662-4821-aed7-3aae20437f1a,681,2023-01-29,,,,,,,,,,,,,
weather forecast,天気予報,てんきよほう,,天気予報,NOUN,,4,{GENKI3_L08},,dce83318-5555-4ea3-b358-04c1081206f9,682,2023-01-28,,,,,,,,,,,,,
temperature (weather),気温,きおん,,気温,NOUN,,3,{GENKI3_L08},,5da770a7-203d-433f-ad98-977cf6ed691e,683,2023-01-28,,,,,,,,,,,,,
day after tomorrow,明後日,あさって,,明後日,NOUN,,5,{GENKI3_L08},,ba1341eb-aaf5-4174-b971-67eb85a9150d,684,2023-01-28,,,,,,,,,,,,,
every week,毎週,まいしゅう,,毎週,NOUN,,5,{GENKI3_L08},,cb740381-d3bf-4965-b1f7-b669c6e2c640,685,2023-01-28,,,,,,,,,,,,,
this month,今月,こんげつ,,今月,NOUN,,5,{GENKI3_L08},,0d0e341b-086a-46bc-aae1-430f620e3529,686,2023-01-28,,,,,,,,,,,,,
next month,来月,らいげつ,,来月,NOUN,,5,{GENKI3_L08},,282d2013-738f-4203-8978-a94672f013fd,687,2023-01-28,,,,,,,,,,,,,
job; work; occupation,仕事,しごと,,仕事,NOUN,,5,{GENKI3_L08},,37e210d1-608e-48ca-9224-3aa3bd222557,688,2023-01-28,,,,,,,,,,,,,
camera,カメラ,かめら,,,NOUN,,5,{GENKI3_L08},,6c8b18b7-9f25-42ff-9688-355ca9cf148f,689,2023-01-28,,,,,,,,,,,,,
karaoke,カラオケ,からおけ,,,NOUN,,,{GENKI3_L08},,a8444c30-e2ab-4cd6-8060-30a8b40b9c16,690,2023-01-28,,,,,,,,,,,,,
place,所,どころ,,所,NOUN,,5,{GENKI3_L08},,2933c37f-6c77-4586-a17e-f0d0960b1082,691,2023-01-28,,,,,,,,,,,,,
tomato,トマト,とまと,,,NOUN,,5,{GENKI3_L08},,95b69cbf-4c84-48cc-b954-2e46541f390a,692,2023-01-28,,,,,,,,,,,,,
barbecue,バーベキュー,ばあべきゅう,,,NOUN,,,{GENKI3_L08},,d801eaaf-ad48-4869-98cf-036ff6586b09,693,2023-01-28,,,,,,,,,,,,,
homestay; living with local family,ホームステイ,ほおむすてい,,,NOUN,,,{GENKI3_L08},,eb11e32d-299a-414d-907e-bc427df1485f,694,2023-01-28,,,,,,,,,,,,,
Spain,スペイン,すぺいん,,西班牙,NOUN,,,{GENKI3_L08},,8b86041d-869a-45d2-9b57-b9932b33ab51,695,2023-01-28,,,,,,,,,,,,,
something,何か,なにか,,何か,NOUN,,3,{GENKI3_L08},,e22a35df-233d-4fac-95b4-bc365e227126,696,2023-01-28,,,,,,,,,,,,,
